date,headline,sub-headline
2/11/18,G.O.P. Squirms as Trump Veers Off Script With Abuse Remarks,"On Saturday he appeared to ignore victims of sexual abuse and express doubts about the #MeToo movement, saying, “lives are being shattered and destroyed by a mere allegation.”"
2/11/18,"As West Fears the Rise of Autocrats, Hungary Shows What’s Possible",Prime Minister Viktor Orban has remade the country’s political system and pioneered a model of one-party rule. His actions can be seen as part of a broader decline of democracy.
2/11/18,Kim Jong-un Invites South Korean Leader to North for Summit Meeting,"After North Korea’s leader relayed the proposal through his sister, President Moon Jae-in said the Koreas should “create the environment to make it happen.”"
2/12/18,Abuse Case Exposes Fissures in a White House in Turmoil,"Aides to President Trump said they remained confused and upset over the handling of the accusations against Rob Porter, the staff secretary who stepped down."
2/12/18,Nancy Pelosi Wants to Take Back the House. But She Faces a More Urgent Test.,"At 77, Ms. Pelosi remains a dominant figure in Washington. How she bridges Democrats’ factions on immigration may help determine whether she can lead her party to a majority."
2/12/18,"With Gaza in Financial Crisis, Fears That ‘an Explosion’s Coming’","A standoff between Hamas and the Palestinian Authority is ravaging Gaza’s economy, pushing it to the verge of collapse, and escalating the risk of a violent confrontation with Israel."
2/12/18,Planners of Deadly Charlottesville Rally Are Tested in Court,"People injured at the alt-right rally in Charlottesville, Va., say in a lawsuit that organizers conspired to incite violence. The defendants say the First Amendment protects them."
2/13/18,White House Proposes $4.4 Trillion Budget That Adds $7 Trillion to Deficits,"The White House released a proposed budget that is largely irrelevant, given Congress passed a spending bill last week that outlines priorities."
2/13/18,Trump’s Infrastructure Plan Puts Burden on State and Private Money,The president’s $200 billion plan recasts the federal government as a minority stakeholder in the nation’s new infrastructure projects.
2/13/18,A Nearly Invisible Oil Spill Threatens Some of Asia’s Richest Fisheries,"Caused by a fiery collision in the East China Sea, the spill has created an environmental disaster that has tested China’s ability to lead."
2/13/18,Time Is Running Out for Puerto Ricans Sheltering in Hotels,Hotel rooms provided by FEMA have been a rare source of stability amid the turmoil brought by Hurricane Maria. But Puerto Rican families worry about what comes next.
2/14/18,"Russia Sees Midterm Elections as Chance to Sow Fresh Discord, Intelligence Chiefs Warn","As the midterm elections approach, Russia is likely to throw more propaganda at Americans in an effort to deepen political divisions, American intelligence chiefs said."
2/14/18,White House Let Rob Porter Keep Job Even After Receiving Final F.B.I. Report,"The F.B.I. chief upended the White House’s timeline of events, also saying the bureau delivered its first report on Mr. Porter months earlier than officials had said."
2/14/18,Corruption Charges Suggested for Netanyahu,"The charges, which would be the first against a sitting prime minister, raised immediate doubts about his ability to stay in power."
2/14/18,"Meth, the Forgotten Killer, Is Back. And It’s Everywhere.","The fight against methamphetamines was successful, but only to a point. In some states it’s now the leading cause of drug-related deaths."
2/15/18,Death Toll Is at 17 and Could Rise in Florida School Shooting,"The gunman, armed with a semiautomatic AR-15 assault rifle, was a former student of the school who began his rampage shortly before dismissal time, the authorities said."
2/15/18,Senators Strike Bipartisan Deal on Immigration Despite Veto Threat,The legislation sets up a clash that will pit the political center of the Senate against the president and the Republican congressional leadership.
2/15/18,"Trump, a Week After Porter Resigned, Says He’s ‘Totally Opposed’ to Domestic Violence",President Trump’s statement came as his chief of staff faced new questions about his handling of abuse claims against the staff secretary Rob Porter.
2/15/18,"How $225,000 Can Help Secure a Pollution Loophole at Trump’s E.P.A.",A Tennessee truck dealership lavished a local Republican congresswoman with campaign donations. It also sells “Make Trucks Great Again” caps.
2/16/18,"Nikolas Cruz, Florida Shooting Suspect, Showed ‘Every Red Flag’","Mr. Cruz, the suspect in the Parkland, Fla., school shooting, had no criminal history. But his childhood was certainly difficult."
2/16/18,Gunfire Erupts at a School. Leaders Offer Prayers. Children Are Buried. Repeat.,"Deadly shootings in schools have become a sad and distinct American ritual, with familiar images and a familiar response."
2/16/18,A Mother Weeps for Her Angel: ‘I Hope She Didn’t Die for Nothing’,"As students who survived the Florida school massacre struggled to make sense of the horror and loss, an entire community turns out at a vigil."
2/16/18,"Senate Rejects Immigration Plans, Leaving Fate of Dreamers Uncertain",Three measures — including one backed by President Trump — failed to garner the 60 votes required to open Senate debate. The next steps are unclear.
2/17/18,13 Russians Indicted as Mueller Reveals Effort to Aid Trump Campaign,The indictment does not allege collusion but reveals in painstaking detail how Russians posed as American activists to boost Mr. Trump’s campaign.
2/17/18,F.B.I. Was Warned of Florida Suspect’s Desire to Kill but Did Not Act,"The information should have been assessed and forwarded to the F.B.I. field office, the agency said."
2/17/18,Inside a 3-Year Russian Campaign to Influence U.S. Voters,"Using American bank accounts, drivers’ licenses and disposable phones, about 80 Russians worked to disparage Hillary Clinton, promote Donald Trump and sow discord."
2/17/18,"Yevgeny Prigozhin, Russian Oligarch Indicted by U.S., Is Known as ‘Putin’s Cook’",The secretive oligarch is one of 13 Russians the special counsel charged on Friday for allegedly meddling in the 2016 U.S. election.
2/18/18,Trump’s Conspicuous Silence Leaves a Struggle Against Russia Without a Leader,President Trump depicted indictments charging Russians with interfering in America’s politics as a vindication for himself rather than a threat to the United States.
2/18/18,‘An Endless War’: Why 4 U.S. Soldiers Died in a Remote African Desert,"More than 16 years after 9/11 spurred a broad fight against terrorism, some Americans say it’s time to look at how the country is deploying its forces."
2/18/18,"To Stir Discord in 2016, Russians Turned Most Often to Facebook",The special counsel’s indictment detailed how crucial Facebook and Instagram were to the Russian campaign to disrupt the presidential election.
2/18/18,When Calling an Uber Can Pay Off for Cities and States,"New taxes and fees on ride-hailing services have raised millions of dollars for transportation, infrastructure and even public schools."
2/19/18,"Iran, Deeply Embedded in Syria, Expands ‘Axis of Resistance’","Iran is training thousands of militiamen in Syria and deploying drones and precision weapons. Its goal, say analysts: a united front in any war with Israel."
